time	n.risk	n.event	n.censor	estimate	std.error	conf.high	conf.low	strata
921	79	1	0	0.493664790939525	0.08022297214019225	0.5777208896344371	0.42183852131013194	clusterID=2
955	78	1	0	0.48733575515824906	0.08125407943916556	0.5714679438850647	0.41558960707589016	clusterID=2
967	77	1	0	0.4810067193769731	0.08229888927157733	0.5652025138662337	0.40935321129968616	clusterID=2
1000	76	1	0	0.4746776835956971	0.08335793766538717	0.5589245933879304	0.40312934154141006	clusterID=2
1017	75	1	0	0.46834864781442115	0.08443178283091476	0.5526341702675917	0.3969180114276769	clusterID=2
1022	74	1	0	0.4620196120331452	0.08552100663275393	0.5463312263018426	0.3907192406851778	clusterID=2
1023	73	2	0	0.44936154047059323	0.08774804545257268	0.533687672645196	0.37835948702594085	clusterID=2
1024	71	1	0	0.44303250468931726	0.08888715725124482	0.5273469959845288	0.3721985745739382	clusterID=2
1047	70	1	0	0.43670346890804135	0.09004424502255348	0.5209936643782962	0.36605036259681106	clusterID=2
1061	69	1	0	0.43037443312676543	0.09122003503306944	0.5146276285773533	0.35991490235612966	clusterID=2
1065	68	2	0	0.4177163615642135	0.09363080470661561	0.5018572147255673	0.347682475410581	clusterID=2
1074	66	1	0	0.4113873257829375	0.09486742234881597	0.49545270507575406	0.3415856449687973	clusterID=2
1084	65	1	0	0.4050582900016616	0.09612602373183467	0.48903522770257696	0.33550183914124115	clusterID=2
1088	64	0	1	0.4050582900016616	0.09612602373183467	0.48903522770257696	0.33550183914124115	clusterID=2
1103	63	1	0	0.39862879333496853	0.0974485958007702	0.4825219343059808	0.32932164027786337	clusterID=2
1134	62	1	0	0.3921992966682755	0.09879594722673693	0.47599465198607316	0.3231554969478744	clusterID=2
1148	61	1	0	0.38576980000158245	0.10016917306309381	0.4694532830495238	0.31700351018220846	clusterID=2
1155	60	1	0	0.3793403033348894	0.1015694299868334	0.46289772108486404	0.31086578995670744	clusterID=2
1168	59	0	1	0.3793403033348894	0.1015694299868334	0.46289772108486404	0.31086578995670744	clusterID=2
1228	58	1	0	0.3727999532773913	0.10304770471305137	0.45623669709046955	0.304622153478518	clusterID=2
1248	57	1	0	0.3662596032198932	0.10455674370717692	0.44956022736049894	0.2983940499772523	clusterID=2
1300	56	1	0	0.3597192531623951	0.10609801119400686	0.44286817644112764	0.2921816196764202	clusterID=2
1314	55	0	1	0.3597192531623951	0.10609801119400686	0.44286817644112764	0.2921816196764202	clusterID=2
1337	54	1	0	0.3530577855112397	0.10773204717774082	0.4360612322015784	0.28585389093355257	clusterID=2
1351	53	1	0	0.34639631786008424	0.10940310183707919	0.4292372027534778	0.2795433579785444	clusterID=2
1357	52	0	1	0.34639631786008424	0.10940310183707919	0.4292372027534778	0.2795433579785444	clusterID=2
1371	51	1	0	0.339604233196161	0.11118091362423416	0.4222896724137765	0.2731088225424242	clusterID=2
1377	50	1	0	0.3328121485322378	0.11300158768630439	0.41532330052363664	0.2666932629857125	clusterID=2
1421	49	1	0	0.32602006386831456	0.11486744050274973	0.40833788102911894	0.2602968937802769	clusterID=2
1423	48	1	0	0.31922797920439133	0.11678095435044307	0.401333190173656	0.2539199478189796	clusterID=2
1431	47	1	0	0.3124358945404681	0.11874479352418794	0.39430898558343036	0.2475626774085985	clusterID=2
1438	46	1	0	0.3056438098765449	0.1207618225125045	0.3872650052517779	0.24122535537419468	clusterID=2
1448	45	1	0	0.29885172521262166	0.12283512641582678	0.38020096641209167	0.23490827628711644	clusterID=2
1471	44	1	0	0.29205964054869843	0.12496803394391619	0.37311656428717116	0.22861175783068222	clusterID=2
1484	43	1	0	0.2852675558847752	0.1271641433889413	0.36601147070118284	0.22233614231973403	clusterID=2
1499	42	1	0	0.278475471220852	0.1294273520425974	0.3588853325383347	0.21608179839278369	clusterID=2
1547	41	1	0	0.27168338655692875	0.13176188961273824	0.3517377700299595	0.2098491228984439	clusterID=2
1557	40	1	0	0.2648913018930055	0.13417235630093502	0.34456837484888886	0.20363854300135192	clusterID=2
1568	39	1	0	0.2580992172290823	0.1366637663318395	0.3373767079866876	0.19745051853696297	clusterID=2
1576	38	1	0	0.2513071325651591	0.1392415978842043	0.3301622973854254	0.19128554464956404	clusterID=2
1637	37	1	0	0.24451504790123588	0.1419118505696307	0.32292463529104476	0.1851441547538126	clusterID=2
1638	36	1	0	0.23772296323731265	0.14468111184860305	0.31566317528991283	0.17902692386727248	clusterID=2
1686	35	1	0	0.23093087857338943	0.14755663407723074	0.3083773289836166	0.17293447237008394	clusterID=2
1699	34	1	0	0.2241387939094662	0.15054642425959416	0.3010664622492492	0.16686747025843943	clusterID=2
1745	33	1	0	0.21734670924554297	0.15365934906252668	0.2937298910230613	0.1608266419714081	clusterID=2
1756	32	1	0	0.21055462458161975	0.15690525826258483	0.2863668765340366	0.15481277188647732	clusterID=2
1828	31	2	0	0.1969704552537733	0.16384124686723142	0.27155825598433997	0.14286938212298747	clusterID=2
1855	29	1	0	0.1901783705898501	0.16755739693790045	0.2641108463837201	0.136941792188508	clusterID=2
1888	28	1	0	0.18338628592592687	0.17145912804909644	0.25663337140709697	0.13104503783476298	clusterID=2
1890	27	1	0	0.17659420126200365	0.17556404533918066	0.2491247208572791	0.12518031856513712	clusterID=2
1906	26	0	1	0.17659420126200365	0.17556404533918066	0.2491247208572791	0.12518031856513712	clusterID=2
1918	25	0	1	0.17659420126200365	0.17556404533918066	0.2491247208572791	0.12518031856513712	clusterID=2
1961	24	1	0	0.1692361095427535	0.1806497390497878	0.24113617613853036	0.11877463278970207	clusterID=2
2056	23	1	0	0.16187801782350336	0.18603927758335514	0.23310135499947293	0.112416732431803	clusterID=2
2071	22	0	1	0.16187801782350336	0.18603927758335514	0.23310135499947293	0.112416732431803	clusterID=2
2135	21	1	0	0.1541695407842889	0.19233191410862902	0.22475626216490796	0.10575121278800813	clusterID=2
2435	20	0	1	0.1541695407842889	0.19233191410862902	0.22475626216490796	0.10575121278800813	clusterID=2
2504	19	1	0	0.14605535442722106	0.19978874290829346	0.21606178973899293	0.09873178678483994	clusterID=2
2745	18	1	0	0.13794116807015322	0.20780643793945686	0.20729033809668326	0.09179282557628632	clusterID=2
3104	17	1	0	0.12982698171308538	0.21647167536959802	0.19843852243587828	0.08493837272032806	clusterID=2
3314	16	1	0	0.12171279535601753	0.22589079862621075	0.18950245180388192	0.07817315508248394	clusterID=2
3343	15	0	1	0.12171279535601753	0.22589079862621075	0.18950245180388192	0.07817315508248394	clusterID=2
3371	14	0	1	0.12171279535601753	0.22589079862621075	0.18950245180388192	0.07817315508248394	clusterID=2
3379	13	0	1	0.12171279535601753	0.22589079862621075	0.18950245180388192	0.07817315508248394	clusterID=2
3493	12	1	0	0.11157006240968273	0.24207934748702722	0.17931061090180236	0.06942075967226198	clusterID=2
3698	11	0	1	0.11157006240968273	0.24207934748702722	0.17931061090180236	0.06942075967226198	clusterID=2
3736	10	1	0	0.10041305616871446	0.26403318274576015	0.16847506711993365	0.05984732353282694	clusterID=2
3900	9	0	1	0.10041305616871446	0.26403318274576015	0.16847506711993365	0.05984732353282694	clusterID=2
3940	8	0	1	0.10041305616871446	0.26403318274576015	0.16847506711993365	0.05984732353282694	clusterID=2
4379	7	0	1	0.10041305616871446	0.26403318274576015	0.16847506711993365	0.05984732353282694	clusterID=2
4645	6	0	1	0.10041305616871446	0.26403318274576015	0.16847506711993365	0.05984732353282694	clusterID=2
4852	5	1	0	0.08033044493497157	0.3459964184653592	0.15826790651903644	0.040772513678724476	clusterID=2
5020	4	0	1	0.08033044493497157	0.3459964184653592	0.15826790651903644	0.040772513678724476	clusterID=2
5179	3	0	1	0.08033044493497157	0.3459964184653592	0.15826790651903644	0.040772513678724476	clusterID=2
5820	2	0	1	0.08033044493497157	0.3459964184653592	0.15826790651903644	0.040772513678724476	clusterID=2
8698	1	0	1	0.08033044493497157	0.3459964184653592	0.15826790651903644	0.040772513678724476	clusterID=2
90	139	1	0	0.9928057553956835	0.007220263657073482	1	0.9788550519159822	clusterID=3
