sample	cluster_assigned	method
BS_CMDJJQ7K	2	IntNMF
BS_CS170P7T	1	IntNMF
BS_CTR5X93B	1	IntNMF
BS_CVGFNCBJ	1	IntNMF
BS_CVGPSXV7	3	IntNMF
BS_CX7NH77G	2	IntNMF
BS_D3YBV7KB	1	IntNMF
BS_DEHJF4C7	1	IntNMF
BS_DGWXNSPK	3	IntNMF
BS_DMJHAG9X	2	IntNMF
BS_DMZP9G1H	3	IntNMF
BS_DPF1CX0G	1	IntNMF
BS_DSS3S5XD	1	IntNMF
BS_DV86M0Y7	1	IntNMF
BS_DZ4B5A40	2	IntNMF
BS_DZFV0CFA	2	IntNMF
BS_E0XXZRKS	2	IntNMF
BS_E1B3BKYA	1	IntNMF
BS_E1CGF3KV	2	IntNMF
BS_E2DEWCSK	2	IntNMF
BS_E3EJHXQV	1	IntNMF
BS_E4GC9EXR	1	IntNMF
BS_E4QK839R	1	IntNMF
BS_E6DT3HPT	2	IntNMF
BS_E94QRJDW	2	IntNMF
BS_EBMCTR80	2	IntNMF
BS_ECGQWHNQ	2	IntNMF
BS_EFEZB0ZH	1	IntNMF
BS_EHVYJAVA	1	IntNMF
BS_EMAJ7P3P	2	IntNMF
BS_EN2VK7NY	1	IntNMF
BS_ERJAJ0KA	3	IntNMF
BS_ERJT2RFF	3	IntNMF
BS_ET8CJXSF	3	IntNMF
BS_EXGBH3TD	1	IntNMF
BS_EXYHZ6D4	1	IntNMF
BS_EY2B6KD0	2	IntNMF
BS_EYSS0ZDS	1	IntNMF
BS_EYYMKWB7	1	IntNMF
BS_F0ZP45KB	2	IntNMF
BS_F1K9QTBS	2	IntNMF
BS_F349AQKV	2	IntNMF
BS_F37P8QT7	3	IntNMF
BS_F4E8R9VY	3	IntNMF
BS_F77MGAQT	1	IntNMF
BS_F8N6CFQE	1	IntNMF
BS_FAQQ0GCQ	2	IntNMF
BS_FGQA2S06	3	IntNMF
BS_FJWZ3M7V	1	IntNMF
BS_FJZPQZ2C	1	IntNMF
BS_FR42HY0Z	3	IntNMF
BS_FZRCFK0W	2	IntNMF
BS_G1DAGKSY	3	IntNMF
BS_G5QBBHDV	1	IntNMF
BS_G7AGNB5G	3	IntNMF
BS_G9219PMD	3	IntNMF
BS_G9XE3N9T	3	IntNMF
BS_GCA4GET3	3	IntNMF
BS_GHNJ4CYC	1	IntNMF
BS_GHZJ8FX3	2	IntNMF
BS_GMF4ABXJ	3	IntNMF
BS_GPEGRCCT	2	IntNMF
BS_GTZCFGRZ	1	IntNMF
BS_GWCRMKE6	1	IntNMF
BS_GYA4V1RD	3	IntNMF
BS_GYXSDZ56	1	IntNMF
BS_H0TJS3RZ	3	IntNMF
BS_H0WF1WHE	3	IntNMF
BS_H3FE3TH9	1	IntNMF
BS_H8A9PSYA	1	IntNMF
BS_H9EX5WX3	3	IntNMF
BS_HA20Y4XY	2	IntNMF
BS_HC5M8JTC	1	IntNMF
BS_HK9P0Q4G	3	IntNMF
BS_HM0R6SXQ	2	IntNMF
BS_HNMQ7488	2	IntNMF
BS_HPEYQCY8	2	IntNMF
BS_HQ5BJ6MW	1	IntNMF
BS_HQDXQ5Y4	3	IntNMF
BS_HQNTHFJT	2	IntNMF
BS_HQYGYPCV	2	IntNMF
BS_HSHN8PBB	1	IntNMF
BS_HSPV8GXC	2	IntNMF
BS_HSTNFPKW	2	IntNMF
BS_HV8PFRBR	1	IntNMF
BS_HWVD3RH0	2	IntNMF
BS_HX0S30NE	2	IntNMF
BS_J5H5VXWY	2	IntNMF
BS_J6VKB1VE	1	IntNMF
BS_J9M83K8T	2	IntNMF
BS_JFR750KD	1	IntNMF
BS_JG9JZTA9	1	IntNMF
BS_JGKZ54SA	2	IntNMF
BS_JH29M4KG	1	IntNMF
BS_JKDKZSX8	3	IntNMF
BS_JKXA3FQC	1	IntNMF
BS_JMHG7GCN	2	IntNMF
BS_JN3S2H2Z	2	IntNMF
BS_JNXMRAW1	3	IntNMF
BS_JVA2NQFF	1	IntNMF
BS_JWSR581E	1	IntNMF
BS_JX4QBM9G	3	IntNMF
BS_K2VYFVKZ	1	IntNMF
BS_K57A4A9D	3	IntNMF
BS_K5802F84	3	IntNMF
BS_K7MVS0Z7	1	IntNMF
BS_K838XW6V	2	IntNMF
BS_K8ZGHV4D	3	IntNMF
BS_KEA474HN	1	IntNMF
BS_KPT2WPHW	3	IntNMF
BS_KSC2H2HV	2	IntNMF
BS_KT975AEF	2	IntNMF
BS_KVV7001W	1	IntNMF
BS_KX6J8TRK	1	IntNMF
BS_M2WPG4K6	1	IntNMF
BS_M4NVX721	2	IntNMF
BS_M4TTKPNR	1	IntNMF
BS_M62BBERH	3	IntNMF
BS_M8M56Z4Y	1	IntNMF
BS_M8WP5T16	1	IntNMF
BS_MBQND18D	2	IntNMF
BS_MBSTWZA6	1	IntNMF
BS_MCNKFZDF	3	IntNMF
BS_ME3HKN2C	3	IntNMF
BS_MF47B9ZW	3	IntNMF
BS_MF9X3PKH	2	IntNMF
BS_MX92FD6D	3	IntNMF
BS_MY9D8XZ1	1	IntNMF
BS_N1E0H8YQ	1	IntNMF
BS_N210XMKR	1	IntNMF
BS_N5B2CZMH	1	IntNMF
BS_N6NE6B3W	2	IntNMF
BS_N87X1T8T	2	IntNMF
BS_NB5XWMJT	1	IntNMF
BS_NBZNAG7Q	1	IntNMF
BS_NG9X6SJA	2	IntNMF
BS_NPQJ20KX	1	IntNMF
BS_NQB91P48	1	IntNMF
BS_NRFQEQKP	2	IntNMF
BS_NRPG5K4K	1	IntNMF
BS_NS7GSHB9	2	IntNMF
BS_NT9NZYFD	3	IntNMF
BS_NWNB68G0	2	IntNMF
BS_NY5T05AK	2	IntNMF
BS_NYS8TRCB	3	IntNMF
BS_P277RYX5	1	IntNMF
BS_P2Y2NANM	3	IntNMF
BS_PDVD0GCM	2	IntNMF
BS_PEP9NZXN	1	IntNMF
BS_PK18H7E7	2	IntNMF
BS_PKW05VZV	3	IntNMF
BS_PN2CE34A	1	IntNMF
BS_PQ6QEVE8	1	IntNMF
BS_PQ7CQFYR	1	IntNMF
BS_PRCG6W20	3	IntNMF
BS_PWDRF91N	3	IntNMF
BS_Q2PBFNDF	2	IntNMF
BS_Q3TBCK4V	2	IntNMF
BS_Q6VH5GJ8	3	IntNMF
BS_Q79NP5YY	1	IntNMF
BS_Q7WNW1AS	3	IntNMF
BS_QBMW69AM	2	IntNMF
BS_QC3XCE6X	3	IntNMF
BS_QF1FGWVF	3	IntNMF
BS_QF5VVZX5	3	IntNMF
BS_QH82PBMB	1	IntNMF
BS_QMNH45Q2	3	IntNMF
BS_QQE8MWWV	2	IntNMF
BS_QRNSKFMS	1	IntNMF
BS_QTMN8HYC	3	IntNMF
BS_QTSXW7DA	1	IntNMF
BS_QV51J756	3	IntNMF
BS_R13X6TMW	2	IntNMF
BS_R244Z0WX	1	IntNMF
BS_R3AJB6VS	2	IntNMF
BS_R7V8BC98	3	IntNMF
BS_R81XA0F9	2	IntNMF
BS_R9CKW9DY	2	IntNMF
BS_RAQFEB0S	2	IntNMF
BS_RARBBY7C	2	IntNMF
BS_RC8E5TVQ	2	IntNMF
BS_RGSMX7QD	2	IntNMF
BS_RMT7ABN6	2	IntNMF
BS_RNANA568	2	IntNMF
BS_RPJ1EPHA	2	IntNMF
BS_RPKA4GF9	3	IntNMF
BS_RPZQQM2D	2	IntNMF
BS_RRAEQZ97	1	IntNMF
BS_RVSEDNJ4	3	IntNMF
BS_RWJZFTP9	1	IntNMF
BS_RYZG8SPC	2	IntNMF
BS_S1KK7XRH	1	IntNMF
BS_S458NMKH	1	IntNMF
BS_S4V9E1XJ	1	IntNMF
BS_S50KQEXV	1	IntNMF
BS_S7CZY2CH	1	IntNMF
BS_S9929Z8B	1	IntNMF
BS_SDA4RMMG	3	IntNMF
BS_SDZY6RZ3	1	IntNMF
BS_SFKZSJN1	3	IntNMF
BS_SH2S6SFN	2	IntNMF
BS_SHMC4902	1	IntNMF
BS_SJ0HXCD0	2	IntNMF
BS_SNE31RRX	2	IntNMF
BS_SQERZ97M	3	IntNMF
BS_SQX5E15Z	1	IntNMF
BS_SW6YC2DG	2	IntNMF
BS_SW8C9Y5Y	2	IntNMF
BS_SXRS2P6T	2	IntNMF
BS_T0MXH2CA	2	IntNMF
BS_T0RKFEKR	1	IntNMF
BS_T11NFKSD	3	IntNMF
BS_T1W4JA94	1	IntNMF
BS_T2QPMZCM	3	IntNMF
BS_T2X8ZD79	3	IntNMF
BS_T3H5AY8A	1	IntNMF
BS_T4JFN54G	1	IntNMF
BS_T55Y4Z0Y	1	IntNMF
BS_T5P5ME9M	2	IntNMF
BS_TDJXQBVY	2	IntNMF
BS_TG93XC55	3	IntNMF
BS_TMTV769C	3	IntNMF
BS_TRZZRYKF	2	IntNMF
BS_TV80600R	2	IntNMF
BS_TVV122JG	3	IntNMF
BS_TWFDEMBZ	2	IntNMF
BS_V036JAV6	2	IntNMF
BS_V0Q1G94N	1	IntNMF
BS_V11VZZH8	3	IntNMF
BS_V1J03963	3	IntNMF
BS_V2G1YE8R	2	IntNMF
BS_V33RCK1Y	2	IntNMF
BS_V3REENH9	1	IntNMF
BS_V4XCTG09	3	IntNMF
BS_V72GX2AZ	2	IntNMF
BS_V7BJM89K	1	IntNMF
BS_V7BZ049H	2	IntNMF
BS_V89HGTET	1	IntNMF
BS_V92ZMBXX	3	IntNMF
BS_VARR255N	1	IntNMF
BS_VBEY9DVY	3	IntNMF
BS_VMMJYN8Z	3	IntNMF
BS_VP3C8WZT	1	IntNMF
BS_VP5Y45Z7	1	IntNMF
BS_VR7FR1NE	1	IntNMF
BS_VSSBS981	2	IntNMF
BS_VTYNWK05	2	IntNMF
BS_VW85Q4XJ	1	IntNMF
BS_VZWXGYT2	2	IntNMF
BS_W3R88RFP	1	IntNMF
BS_W4HGV6E7	3	IntNMF
BS_W97QQYKQ	1	IntNMF
BS_WCRKYV0T	3	IntNMF
BS_WERNRP82	3	IntNMF
BS_WG203ECV	1	IntNMF
BS_WRQHPSXQ	3	IntNMF
BS_WXT1VK25	2	IntNMF
BS_WYMX429C	2	IntNMF
BS_X0F9AYEC	3	IntNMF
BS_X16PENSA	1	IntNMF
BS_X2EDW2ZB	3	IntNMF
BS_X59HSFGG	2	IntNMF
BS_X5DFR216	2	IntNMF
BS_X6GFVDVA	2	IntNMF
BS_X91K8KMG	2	IntNMF
BS_X9EGD530	1	IntNMF
BS_XGSA3GQE	1	IntNMF
BS_XKKB4MZV	1	IntNMF
BS_XV4GV9Y9	3	IntNMF
BS_XX39AH8F	2	IntNMF
BS_Y0PCBNJV	1	IntNMF
BS_Y274AC0H	2	IntNMF
BS_Y4ZQEPPD	3	IntNMF
BS_Y7F9E2E9	3	IntNMF
BS_Y7H24JZG	2	IntNMF
BS_Y7W8BR6B	2	IntNMF
BS_YA8RBGD8	1	IntNMF
BS_YASWHXJC	2	IntNMF
BS_YB2RXRHT	1	IntNMF
BS_YBGXGEM3	2	IntNMF
BS_YBGZ4BRP	3	IntNMF
BS_YCREDZTJ	1	IntNMF
BS_YEQVW4ND	3	IntNMF
BS_YG0A13JH	1	IntNMF
BS_YH817HDT	3	IntNMF
BS_YMAJC22S	3	IntNMF
BS_YT4E515V	3	IntNMF
BS_YVEEXAAT	2	IntNMF
BS_YVMEEBKC	1	IntNMF
BS_YWJKHMXV	3	IntNMF
BS_YY5B2XDD	1	IntNMF
BS_YZ2Z1Q6Y	1	IntNMF
BS_Z0AVVB1V	1	IntNMF
BS_Z0E26P1R	2	IntNMF
BS_Z5ATH1YR	1	IntNMF
BS_Z6BWR941	1	IntNMF
BS_Z7Y2466H	1	IntNMF
BS_ZHRGDRBW	3	IntNMF
BS_ZJY7Y34M	3	IntNMF
BS_ZK6WE17T	1	IntNMF
BS_ZN2P8BKH	2	IntNMF
BS_ZRF3A49T	2	IntNMF
BS_ZRM0W01M	3	IntNMF
BS_ZTWGFWTX	1	IntNMF
BS_ZV9Z3SY6	1	IntNMF
BS_ZVX2GRD6	2	IntNMF
BS_ZVZDDW2G	1	IntNMF
BS_ZZMYDZJW	1	IntNMF
BS_ZZWMD6FA	1	IntNMF
