sample	cluster_assigned	method
BS_3TFMJH30	2	km_euclidean_2
BS_3TJHY996	2	km_euclidean_2
BS_3TQSE8HF	1	km_euclidean_2
BS_3VJ0CA6A	2	km_euclidean_2
BS_3W07B2TG	1	km_euclidean_2
BS_3XY76V8T	1	km_euclidean_2
BS_3Y2X2RBJ	2	km_euclidean_2
BS_401R3KV0	1	km_euclidean_2
BS_42DY6WS7	1	km_euclidean_2
BS_42Y3YANN	1	km_euclidean_2
BS_470DYRJQ	1	km_euclidean_2
BS_474A88X1	2	km_euclidean_2
BS_478TN841	1	km_euclidean_2
BS_47SJZ3PH	1	km_euclidean_2
BS_49852ZBH	1	km_euclidean_2
BS_4A45GGSW	1	km_euclidean_2
BS_4BWB0FA0	1	km_euclidean_2
BS_4C4MZ4NT	1	km_euclidean_2
BS_4CXE5XEP	2	km_euclidean_2
BS_4EN8D8Y4	1	km_euclidean_2
BS_4GTESTSE	1	km_euclidean_2
BS_4HQ3T2NC	1	km_euclidean_2
BS_4K2TNJ8R	2	km_euclidean_2
BS_4N1GNHX4	2	km_euclidean_2
BS_4NF35AF6	1	km_euclidean_2
BS_4TZQY7TT	2	km_euclidean_2
BS_4W1PKKYD	2	km_euclidean_2
BS_4XH092HE	2	km_euclidean_2
BS_4Y2JAQTS	2	km_euclidean_2
BS_4Y6BCYK5	1	km_euclidean_2
BS_4Y93HVP4	2	km_euclidean_2
BS_4Z2F4P9N	1	km_euclidean_2
BS_503DZ8BN	2	km_euclidean_2
BS_52426AMF	1	km_euclidean_2
BS_52DAPP1Y	1	km_euclidean_2
BS_534XRSNB	2	km_euclidean_2
BS_53GQKVEX	1	km_euclidean_2
BS_54H90JW2	2	km_euclidean_2
BS_55JW3HFM	1	km_euclidean_2
BS_55P8HPYD	1	km_euclidean_2
BS_55X1W2MR	2	km_euclidean_2
BS_57NMZPS0	2	km_euclidean_2
BS_593HEWBF	1	km_euclidean_2
BS_5CMGN56B	1	km_euclidean_2
BS_5J5D3QTD	2	km_euclidean_2
BS_5JM573JC	1	km_euclidean_2
BS_5K3R0F5D	1	km_euclidean_2
BS_5NWDARXG	1	km_euclidean_2
BS_5PV5N4HQ	1	km_euclidean_2
BS_5YJEPPTP	1	km_euclidean_2
BS_5YYCP891	2	km_euclidean_2
BS_60DX1WQ5	2	km_euclidean_2
BS_63F8QR26	2	km_euclidean_2
BS_63JT39PX	2	km_euclidean_2
BS_65ZBBMMZ	2	km_euclidean_2
BS_66ABA973	1	km_euclidean_2
BS_66HQ3E4Z	1	km_euclidean_2
BS_680K119G	1	km_euclidean_2
BS_68BW2163	1	km_euclidean_2
BS_699TN5RN	1	km_euclidean_2
BS_6HXD39AM	2	km_euclidean_2
BS_6N3AFF66	1	km_euclidean_2
BS_6NTXGQAC	1	km_euclidean_2
BS_6P50QTPP	1	km_euclidean_2
BS_6TSAVMT9	2	km_euclidean_2
BS_6VF6VPCG	1	km_euclidean_2
BS_6VW8FC7Z	2	km_euclidean_2
BS_71GFQYV5	2	km_euclidean_2
BS_769BDPDB	1	km_euclidean_2
BS_76DRXZRJ	2	km_euclidean_2
BS_775HDFNY	1	km_euclidean_2
BS_77CDMEY4	1	km_euclidean_2
BS_7ARDVFCP	2	km_euclidean_2
BS_7H4RFCW9	1	km_euclidean_2
BS_7M3FNSYK	2	km_euclidean_2
BS_7MGXMG6S	1	km_euclidean_2
BS_7N0B2CY1	1	km_euclidean_2
BS_7P83Z28P	1	km_euclidean_2
BS_7XRN3CFX	1	km_euclidean_2
BS_7Z93ZYMS	1	km_euclidean_2
BS_880ESDFZ	2	km_euclidean_2
BS_8BF616QR	2	km_euclidean_2
BS_8J3B6ZB6	1	km_euclidean_2
BS_8PE0ZBXN	2	km_euclidean_2
BS_8Q4JWFKK	2	km_euclidean_2
BS_8Q7Z32DD	1	km_euclidean_2
BS_8QJ43WKW	2	km_euclidean_2
BS_8RCR7Y4B	1	km_euclidean_2
BS_8SKZ7BRN	1	km_euclidean_2
BS_8TR7980G	2	km_euclidean_2
BS_8VAZSJEN	1	km_euclidean_2
BS_8Z3SCKB5	2	km_euclidean_2
BS_912NX4Y0	1	km_euclidean_2
BS_92HCM7BN	2	km_euclidean_2
BS_9477AG24	2	km_euclidean_2
BS_94MT16N2	1	km_euclidean_2
BS_9755PSCS	1	km_euclidean_2
BS_97GBG8T6	2	km_euclidean_2
BS_9BJARSX3	1	km_euclidean_2
BS_9DFBHHB5	1	km_euclidean_2
BS_9DZ253JY	2	km_euclidean_2
BS_9F09XV62	1	km_euclidean_2
BS_9H7A00PV	2	km_euclidean_2
BS_9HSGV9TJ	1	km_euclidean_2
BS_9JBX2E8G	2	km_euclidean_2
BS_9P9MB8X8	1	km_euclidean_2
BS_9Q6Z6VJC	1	km_euclidean_2
BS_9RT63JD9	1	km_euclidean_2
BS_9S7AG4EN	2	km_euclidean_2
BS_9SJWWYQ4	1	km_euclidean_2
BS_9YXH2CZ0	2	km_euclidean_2
BS_A13BMEF5	1	km_euclidean_2
BS_A1V3BH0Z	2	km_euclidean_2
BS_A1VEGWTR	1	km_euclidean_2
BS_A46RDWGM	1	km_euclidean_2
BS_A76PNWQS	1	km_euclidean_2
BS_A7W82CVE	2	km_euclidean_2
BS_A96FKXN5	2	km_euclidean_2
BS_AD4JPN9Q	1	km_euclidean_2
BS_AG3D3435	1	km_euclidean_2
BS_AKRHBPNZ	1	km_euclidean_2
BS_AKT8HK8J	2	km_euclidean_2
BS_AM0BZ61K	2	km_euclidean_2
BS_AP0SZ364	1	km_euclidean_2
BS_ARBQDTT5	1	km_euclidean_2
BS_ATHSTZ5R	2	km_euclidean_2
BS_AV9PD1CR	2	km_euclidean_2
BS_AVYNZHSB	1	km_euclidean_2
BS_AW7J9F9R	2	km_euclidean_2
BS_B0SVFK4P	1	km_euclidean_2
BS_B1J776DQ	2	km_euclidean_2
BS_B1SF3H8Z	2	km_euclidean_2
BS_B2QMR6Z9	2	km_euclidean_2
BS_B3M5SGPA	1	km_euclidean_2
BS_B5JM6T8K	2	km_euclidean_2
BS_B6JKQFKA	2	km_euclidean_2
BS_B6M763JS	1	km_euclidean_2
BS_B7GEH89C	1	km_euclidean_2
BS_B7X8VXQ3	1	km_euclidean_2
BS_BAG042V5	2	km_euclidean_2
BS_BANCTAV6	2	km_euclidean_2
BS_BC936YNZ	1	km_euclidean_2
BS_BGRPWBNG	2	km_euclidean_2
BS_BJBM0BN7	2	km_euclidean_2
BS_BKQZ550R	1	km_euclidean_2
BS_BN986DF6	1	km_euclidean_2
BS_BNECCX4D	2	km_euclidean_2
BS_BPM1MRGT	2	km_euclidean_2
BS_BPSTSCBJ	1	km_euclidean_2
BS_BT9KZP0N	2	km_euclidean_2
BS_BW79W2PD	1	km_euclidean_2
BS_BZCTXEPJ	2	km_euclidean_2
BS_C0NEVC2B	2	km_euclidean_2
BS_C51RB0YR	1	km_euclidean_2
BS_C6SKJG3N	1	km_euclidean_2
BS_C7A2TYAC	1	km_euclidean_2
BS_C8KEG501	2	km_euclidean_2
BS_CB6VK7PB	1	km_euclidean_2
BS_CC6RREE4	2	km_euclidean_2
BS_CGB2WS2A	1	km_euclidean_2
BS_CH8Q6FCN	2	km_euclidean_2
BS_CKX8RW1J	2	km_euclidean_2
BS_CM14SRVX	2	km_euclidean_2
BS_CMDJJQ7K	2	km_euclidean_2
BS_CS170P7T	1	km_euclidean_2
BS_CTR5X93B	1	km_euclidean_2
BS_CVGFNCBJ	1	km_euclidean_2
BS_CVGPSXV7	2	km_euclidean_2
BS_CX7NH77G	2	km_euclidean_2
BS_D3YBV7KB	1	km_euclidean_2
BS_DEHJF4C7	1	km_euclidean_2
BS_DGWXNSPK	2	km_euclidean_2
BS_DMJHAG9X	2	km_euclidean_2
BS_DMZP9G1H	1	km_euclidean_2
BS_DPF1CX0G	1	km_euclidean_2
BS_DSS3S5XD	1	km_euclidean_2
BS_DV86M0Y7	1	km_euclidean_2
BS_DZ4B5A40	2	km_euclidean_2
BS_DZFV0CFA	2	km_euclidean_2
BS_E0XXZRKS	2	km_euclidean_2
BS_E1B3BKYA	2	km_euclidean_2
BS_E1CGF3KV	1	km_euclidean_2
BS_E2DEWCSK	2	km_euclidean_2
BS_E3EJHXQV	1	km_euclidean_2
BS_E4GC9EXR	1	km_euclidean_2
BS_E4QK839R	1	km_euclidean_2
BS_E6DT3HPT	2	km_euclidean_2
BS_E94QRJDW	1	km_euclidean_2
BS_EBMCTR80	1	km_euclidean_2
BS_ECGQWHNQ	2	km_euclidean_2
BS_EFEZB0ZH	1	km_euclidean_2
BS_EHVYJAVA	1	km_euclidean_2
BS_EMAJ7P3P	2	km_euclidean_2
BS_EN2VK7NY	1	km_euclidean_2
BS_ERJAJ0KA	1	km_euclidean_2
BS_ERJT2RFF	2	km_euclidean_2
BS_ET8CJXSF	1	km_euclidean_2
BS_EXGBH3TD	1	km_euclidean_2
BS_EXYHZ6D4	1	km_euclidean_2
BS_EY2B6KD0	2	km_euclidean_2
BS_EYSS0ZDS	1	km_euclidean_2
BS_EYYMKWB7	1	km_euclidean_2
BS_F0ZP45KB	2	km_euclidean_2
BS_F1K9QTBS	2	km_euclidean_2
BS_F349AQKV	2	km_euclidean_2
BS_F37P8QT7	2	km_euclidean_2
BS_F4E8R9VY	2	km_euclidean_2
BS_F77MGAQT	1	km_euclidean_2
BS_F8N6CFQE	1	km_euclidean_2
BS_FAQQ0GCQ	1	km_euclidean_2
BS_FGQA2S06	2	km_euclidean_2
BS_FJWZ3M7V	1	km_euclidean_2
BS_FJZPQZ2C	1	km_euclidean_2
BS_FR42HY0Z	2	km_euclidean_2
BS_FZRCFK0W	2	km_euclidean_2
BS_G1DAGKSY	2	km_euclidean_2
BS_G5QBBHDV	1	km_euclidean_2
BS_G7AGNB5G	1	km_euclidean_2
BS_G9219PMD	2	km_euclidean_2
BS_G9XE3N9T	1	km_euclidean_2
BS_GCA4GET3	1	km_euclidean_2
BS_GHNJ4CYC	1	km_euclidean_2
BS_GHZJ8FX3	2	km_euclidean_2
BS_GMF4ABXJ	2	km_euclidean_2
BS_GPEGRCCT	1	km_euclidean_2
BS_GTZCFGRZ	1	km_euclidean_2
BS_GWCRMKE6	1	km_euclidean_2
BS_GYA4V1RD	1	km_euclidean_2
BS_GYXSDZ56	1	km_euclidean_2
BS_H0TJS3RZ	2	km_euclidean_2
BS_H0WF1WHE	1	km_euclidean_2
BS_H3FE3TH9	1	km_euclidean_2
BS_H8A9PSYA	1	km_euclidean_2
BS_H9EX5WX3	2	km_euclidean_2
BS_HA20Y4XY	1	km_euclidean_2
BS_HC5M8JTC	1	km_euclidean_2
BS_HK9P0Q4G	2	km_euclidean_2
BS_HM0R6SXQ	2	km_euclidean_2
BS_HNMQ7488	2	km_euclidean_2
BS_HPEYQCY8	2	km_euclidean_2
BS_HQ5BJ6MW	1	km_euclidean_2
BS_HQDXQ5Y4	2	km_euclidean_2
BS_HQNTHFJT	2	km_euclidean_2
BS_HQYGYPCV	2	km_euclidean_2
BS_HSHN8PBB	1	km_euclidean_2
BS_HSPV8GXC	2	km_euclidean_2
BS_HSTNFPKW	2	km_euclidean_2
BS_HV8PFRBR	1	km_euclidean_2
BS_HWVD3RH0	2	km_euclidean_2
BS_HX0S30NE	1	km_euclidean_2
BS_J5H5VXWY	2	km_euclidean_2
BS_J6VKB1VE	1	km_euclidean_2
BS_J9M83K8T	2	km_euclidean_2
BS_JFR750KD	1	km_euclidean_2
BS_JG9JZTA9	1	km_euclidean_2
BS_JGKZ54SA	2	km_euclidean_2
BS_JH29M4KG	1	km_euclidean_2
BS_JKDKZSX8	2	km_euclidean_2
BS_JKXA3FQC	1	km_euclidean_2
BS_JMHG7GCN	1	km_euclidean_2
BS_JN3S2H2Z	2	km_euclidean_2
BS_JNXMRAW1	2	km_euclidean_2
BS_JVA2NQFF	1	km_euclidean_2
BS_JWSR581E	1	km_euclidean_2
BS_JX4QBM9G	2	km_euclidean_2
BS_K2VYFVKZ	1	km_euclidean_2
BS_K57A4A9D	2	km_euclidean_2
BS_K5802F84	1	km_euclidean_2
BS_K7MVS0Z7	1	km_euclidean_2
BS_K838XW6V	2	km_euclidean_2
BS_K8ZGHV4D	2	km_euclidean_2
BS_KEA474HN	1	km_euclidean_2
BS_KPT2WPHW	1	km_euclidean_2
BS_KSC2H2HV	2	km_euclidean_2
BS_KT975AEF	2	km_euclidean_2
BS_KVV7001W	1	km_euclidean_2
BS_KX6J8TRK	1	km_euclidean_2
BS_M2WPG4K6	1	km_euclidean_2
BS_M4NVX721	1	km_euclidean_2
BS_M4TTKPNR	1	km_euclidean_2
BS_M62BBERH	1	km_euclidean_2
BS_M8M56Z4Y	1	km_euclidean_2
BS_M8WP5T16	1	km_euclidean_2
BS_MBQND18D	2	km_euclidean_2
BS_MBSTWZA6	1	km_euclidean_2
BS_MCNKFZDF	2	km_euclidean_2
BS_ME3HKN2C	2	km_euclidean_2
BS_MF47B9ZW	1	km_euclidean_2
BS_MF9X3PKH	1	km_euclidean_2
BS_MX92FD6D	2	km_euclidean_2
BS_MY9D8XZ1	1	km_euclidean_2
BS_N1E0H8YQ	1	km_euclidean_2
BS_N210XMKR	1	km_euclidean_2
BS_N5B2CZMH	1	km_euclidean_2
BS_N6NE6B3W	1	km_euclidean_2
BS_N87X1T8T	2	km_euclidean_2
BS_NB5XWMJT	1	km_euclidean_2
BS_NBZNAG7Q	1	km_euclidean_2
BS_NG9X6SJA	2	km_euclidean_2
BS_NPQJ20KX	1	km_euclidean_2
BS_NQB91P48	1	km_euclidean_2
BS_NRFQEQKP	1	km_euclidean_2
BS_NRPG5K4K	1	km_euclidean_2
BS_NS7GSHB9	1	km_euclidean_2
BS_NT9NZYFD	2	km_euclidean_2
BS_NWNB68G0	2	km_euclidean_2
BS_NY5T05AK	2	km_euclidean_2
BS_NYS8TRCB	1	km_euclidean_2
BS_P277RYX5	1	km_euclidean_2
BS_P2Y2NANM	2	km_euclidean_2
BS_PDVD0GCM	2	km_euclidean_2
BS_PEP9NZXN	1	km_euclidean_2
BS_PK18H7E7	1	km_euclidean_2
BS_PKW05VZV	2	km_euclidean_2
BS_PN2CE34A	1	km_euclidean_2
BS_PQ6QEVE8	1	km_euclidean_2
BS_PQ7CQFYR	1	km_euclidean_2
BS_PRCG6W20	2	km_euclidean_2
BS_PWDRF91N	1	km_euclidean_2
BS_Q2PBFNDF	2	km_euclidean_2
BS_Q3TBCK4V	1	km_euclidean_2
BS_Q6VH5GJ8	2	km_euclidean_2
BS_Q79NP5YY	1	km_euclidean_2
BS_Q7WNW1AS	2	km_euclidean_2
BS_QBMW69AM	2	km_euclidean_2
BS_QC3XCE6X	1	km_euclidean_2
BS_QF1FGWVF	2	km_euclidean_2
BS_QF5VVZX5	1	km_euclidean_2
BS_QH82PBMB	1	km_euclidean_2
BS_QMNH45Q2	2	km_euclidean_2
BS_QQE8MWWV	2	km_euclidean_2
BS_QRNSKFMS	1	km_euclidean_2
BS_QTMN8HYC	2	km_euclidean_2
BS_QTSXW7DA	1	km_euclidean_2
BS_QV51J756	1	km_euclidean_2
BS_R13X6TMW	1	km_euclidean_2
BS_R244Z0WX	1	km_euclidean_2
BS_R3AJB6VS	2	km_euclidean_2
BS_R7V8BC98	2	km_euclidean_2
BS_R81XA0F9	2	km_euclidean_2
BS_R9CKW9DY	2	km_euclidean_2
BS_RAQFEB0S	2	km_euclidean_2
BS_RARBBY7C	2	km_euclidean_2
BS_RC8E5TVQ	2	km_euclidean_2
BS_RGSMX7QD	1	km_euclidean_2
BS_RMT7ABN6	2	km_euclidean_2
BS_RNANA568	2	km_euclidean_2
BS_RPJ1EPHA	2	km_euclidean_2
BS_RPKA4GF9	2	km_euclidean_2
BS_RPZQQM2D	2	km_euclidean_2
BS_RRAEQZ97	1	km_euclidean_2
BS_RVSEDNJ4	1	km_euclidean_2
BS_RWJZFTP9	1	km_euclidean_2
BS_RYZG8SPC	1	km_euclidean_2
BS_S1KK7XRH	1	km_euclidean_2
BS_S458NMKH	1	km_euclidean_2
BS_S4V9E1XJ	1	km_euclidean_2
BS_S50KQEXV	1	km_euclidean_2
BS_S7CZY2CH	1	km_euclidean_2
BS_S9929Z8B	1	km_euclidean_2
BS_SDA4RMMG	1	km_euclidean_2
BS_SDZY6RZ3	1	km_euclidean_2
BS_SFKZSJN1	2	km_euclidean_2
BS_SH2S6SFN	2	km_euclidean_2
BS_SHMC4902	1	km_euclidean_2
BS_SJ0HXCD0	2	km_euclidean_2
BS_SNE31RRX	2	km_euclidean_2
BS_SQERZ97M	2	km_euclidean_2
BS_SQX5E15Z	1	km_euclidean_2
BS_SW6YC2DG	2	km_euclidean_2
BS_SW8C9Y5Y	2	km_euclidean_2
BS_SXRS2P6T	1	km_euclidean_2
BS_T0MXH2CA	2	km_euclidean_2
BS_T0RKFEKR	1	km_euclidean_2
BS_T11NFKSD	2	km_euclidean_2
BS_T1W4JA94	1	km_euclidean_2
BS_T2QPMZCM	1	km_euclidean_2
BS_T2X8ZD79	2	km_euclidean_2
BS_T3H5AY8A	1	km_euclidean_2
BS_T4JFN54G	1	km_euclidean_2
BS_T55Y4Z0Y	1	km_euclidean_2
BS_T5P5ME9M	2	km_euclidean_2
BS_TDJXQBVY	2	km_euclidean_2
BS_TG93XC55	1	km_euclidean_2
BS_TMTV769C	2	km_euclidean_2
BS_TRZZRYKF	2	km_euclidean_2
BS_TV80600R	2	km_euclidean_2
BS_TVV122JG	2	km_euclidean_2
BS_TWFDEMBZ	2	km_euclidean_2
BS_V036JAV6	2	km_euclidean_2
BS_V0Q1G94N	1	km_euclidean_2
BS_V11VZZH8	2	km_euclidean_2
BS_V1J03963	2	km_euclidean_2
BS_V2G1YE8R	2	km_euclidean_2
BS_V33RCK1Y	2	km_euclidean_2
BS_V3REENH9	1	km_euclidean_2
BS_V4XCTG09	2	km_euclidean_2
BS_V72GX2AZ	1	km_euclidean_2
BS_V7BJM89K	1	km_euclidean_2
BS_V7BZ049H	2	km_euclidean_2
BS_V89HGTET	1	km_euclidean_2
BS_V92ZMBXX	1	km_euclidean_2
BS_VARR255N	1	km_euclidean_2
BS_VBEY9DVY	2	km_euclidean_2
BS_VMMJYN8Z	1	km_euclidean_2
BS_VP3C8WZT	1	km_euclidean_2
BS_VP5Y45Z7	1	km_euclidean_2
BS_VR7FR1NE	1	km_euclidean_2
BS_VSSBS981	2	km_euclidean_2
BS_VTYNWK05	2	km_euclidean_2
BS_VW85Q4XJ	1	km_euclidean_2
BS_VZWXGYT2	2	km_euclidean_2
BS_W3R88RFP	1	km_euclidean_2
BS_W4HGV6E7	1	km_euclidean_2
BS_W97QQYKQ	1	km_euclidean_2
BS_WCRKYV0T	1	km_euclidean_2
BS_WERNRP82	2	km_euclidean_2
BS_WG203ECV	1	km_euclidean_2
BS_WRQHPSXQ	1	km_euclidean_2
BS_WXT1VK25	2	km_euclidean_2
BS_WYMX429C	2	km_euclidean_2
BS_X0F9AYEC	1	km_euclidean_2
BS_X16PENSA	1	km_euclidean_2
BS_X2EDW2ZB	2	km_euclidean_2
BS_X59HSFGG	1	km_euclidean_2
BS_X5DFR216	2	km_euclidean_2
BS_X6GFVDVA	2	km_euclidean_2
BS_X91K8KMG	1	km_euclidean_2
BS_X9EGD530	1	km_euclidean_2
BS_XGSA3GQE	1	km_euclidean_2
BS_XKKB4MZV	1	km_euclidean_2
BS_XV4GV9Y9	2	km_euclidean_2
BS_XX39AH8F	2	km_euclidean_2
BS_Y0PCBNJV	1	km_euclidean_2
BS_Y274AC0H	2	km_euclidean_2
BS_Y4ZQEPPD	2	km_euclidean_2
BS_Y7F9E2E9	1	km_euclidean_2
BS_Y7H24JZG	2	km_euclidean_2
BS_Y7W8BR6B	2	km_euclidean_2
BS_YA8RBGD8	1	km_euclidean_2
BS_YASWHXJC	2	km_euclidean_2
BS_YB2RXRHT	1	km_euclidean_2
BS_YBGXGEM3	2	km_euclidean_2
BS_YBGZ4BRP	2	km_euclidean_2
BS_YCREDZTJ	1	km_euclidean_2
BS_YEQVW4ND	1	km_euclidean_2
BS_YG0A13JH	1	km_euclidean_2
BS_YH817HDT	2	km_euclidean_2
BS_YMAJC22S	1	km_euclidean_2
BS_YT4E515V	2	km_euclidean_2
BS_YVEEXAAT	2	km_euclidean_2
BS_YVMEEBKC	1	km_euclidean_2
BS_YWJKHMXV	2	km_euclidean_2
BS_YY5B2XDD	1	km_euclidean_2
BS_YZ2Z1Q6Y	1	km_euclidean_2
BS_Z0AVVB1V	1	km_euclidean_2
BS_Z0E26P1R	2	km_euclidean_2
BS_Z5ATH1YR	2	km_euclidean_2
BS_Z6BWR941	1	km_euclidean_2
BS_Z7Y2466H	1	km_euclidean_2
BS_ZHRGDRBW	2	km_euclidean_2
BS_ZJY7Y34M	2	km_euclidean_2
BS_ZK6WE17T	1	km_euclidean_2
BS_ZN2P8BKH	2	km_euclidean_2
BS_ZRF3A49T	2	km_euclidean_2
BS_ZRM0W01M	1	km_euclidean_2
BS_ZTWGFWTX	1	km_euclidean_2
BS_ZV9Z3SY6	1	km_euclidean_2
BS_ZVX2GRD6	1	km_euclidean_2
BS_ZVZDDW2G	1	km_euclidean_2
BS_ZZMYDZJW	1	km_euclidean_2
BS_ZZWMD6FA	1	km_euclidean_2
