cluster_assigned	min_value	max_value	lower_whisker	upper_whisker	median_value	lower_quartile_q1	upper_quartile_q3
1	5.4354342897585095	11.13750897749848	5.4760951439438825	10.60032302914426	7.999223172864536	7.400331647433914	8.661915270570631
2	5.187260383095843	10.86286280736165	6.130593843333801	11.081199262401636	8.520424641783071	7.98932791654854	9.222377639486123
3	4.983648211187857	10.935183957238886	3.9269437292678133	10.72623946547172	7.360945303572034	6.489463679426229	8.175222197792873
